customer_id,signup_date,last_activity_date,last_purchase_date,total_spent,avg_cart_value,num_visits_30d,num_purchases_90d,days_since_last_purchase,preferred_device,city,country,is_purchased_next_30
C100625,2020-09-17,2021-05-04,2021-04-21,141.02,27.43,3,1,1562,desktop,Kandy,Sri Lanka,0
C100626,2021-01-27,2023-02-10,2021-03-16,21.76,49.66,1,1,1598,mobile,Colombo,Sri Lanka,0
C100627,2022-05-11,2022-09-22,2022-06-17,219.55,59.42,1,1,1140,desktop,Jaffna,Sri Lanka,1
C100628,2023-09-23,2024-04-26,2023-12-22,255.53,31.27,1,3,587,tablet,Colombo,Sri Lanka,0
C100629,2022-02-15,2024-03-07,2022-12-03,47.71,28.13,2,0,971,tablet,Jaffna,Sri Lanka,0
C100630,2023-10-19,2023-11-10,,0.0,0.0,1,0,651,desktop,Galle,Sri Lanka,0
C100631,2024-03-12,2025-11-05,2025-06-21,11.55,49.19,2,3,40,mobile,Negombo,Sri Lanka,0
C100632,2020-12-22,2022-05-22,2021-06-10,80.58,25.31,4,3,1512,mobile,Jaffna,Sri Lanka,0
C100633,2023-06-14,2023-12-04,2023-11-19,12.62,38.1,2,0,620,tablet,Galle,Sri Lanka,0
C100634,2023-03-11,2023-07-15,,0.0,0.0,3,0,873,mobile,Jaffna,Sri Lanka,1
C100635,2021-09-08,2022-09-18,2021-11-29,98.82,54.79,2,0,1340,mobile,Kurunegala,Sri Lanka,0
C100636,2022-04-11,2024-04-08,,0.0,0.0,1,0,1207,mobile,Negombo,Sri Lanka,0
C100637,2023-01-27,2024-11-23,,0.0,0.0,1,0,916,desktop,Galle,Sri Lanka,0
C100638,2020-01-01,2022-03-22,2021-12-29,90.52,15.71,4,2,1310,mobile,Matara,Sri Lanka,0
C100639,2021-09-14,2021-10-22,2021-10-18,87.11,71.3,3,2,1382,mobile,Kandy,Sri Lanka,1
C100640,2021-08-10,2022-08-29,,0.0,0.0,2,0,1451,mobile,Negombo,Sri Lanka,0
C100641,2021-03-06,2023-08-20,,0.0,0.0,3,0,1608,desktop,Negombo,Sri Lanka,0
C100642,2022-05-30,2024-03-15,2023-03-18,111.25,19.84,1,3,866,mobile,Matara,Sri Lanka,0
C100643,2024-05-28,2025-02-13,,0.0,0.0,3,0,429,mobile,Galle,Sri Lanka,0
C100644,2023-04-02,2025-05-30,2023-10-05,33.02,59.63,1,2,665,desktop,Matara,Sri Lanka,0
C100645,2023-05-27,2024-11-24,2023-11-22,60.38,35.32,3,1,617,mobile,Anuradhapura,Sri Lanka,0
C100646,2023-09-02,2025-06-01,,0.0,0.0,3,0,698,desktop,Kandy,Sri Lanka,0
C100647,2021-10-21,2021-12-09,,0.0,0.0,3,0,1379,mobile,Negombo,Sri Lanka,0
C100648,2022-08-10,2024-04-09,2023-01-14,121.34,47.47,1,1,929,mobile,Matara,Sri Lanka,1
C100649,2022-06-23,2022-08-11,2022-07-03,356.36,5.0,3,1,1124,mobile,Galle,Sri Lanka,1
C100650,2022-06-24,2024-05-01,2023-02-22,277.71,87.25,2,0,890,mobile,Jaffna,Sri Lanka,0
C100651,2023-10-15,2024-02-02,,0.0,0.0,5,0,655,mobile,Kandy,Sri Lanka,0
C100652,2021-03-13,2023-01-11,2021-07-10,107.62,40.28,1,1,1482,mobile,Negombo,Sri Lanka,0
C100653,2022-11-12,2025-03-17,,0.0,0.0,2,0,992,desktop,Jaffna,Sri Lanka,0
C100654,2022-08-27,2022-09-16,2022-08-28,271.4,36.86,1,0,1068,desktop,Kurunegala,Sri Lanka,0
C100655,2024-06-13,2024-08-01,2024-07-03,125.39,45.46,3,2,393,desktop,Galle,Sri Lanka,0
C100656,2024-06-18,2026-05-25,2026-01-27,73.25,59.75,2,1,-180,mobile,Matara,Sri Lanka,1
C100657,2024-02-16,2024-06-13,,0.0,0.0,1,0,531,mobile,Galle,Sri Lanka,0
C100658,2020-12-13,2022-02-12,2021-02-15,74.04,5.0,1,2,1627,desktop,Kurunegala,Sri Lanka,0
C100659,2023-09-11,2024-12-08,2024-04-23,149.31,59.78,1,2,464,mobile,Matara,Sri Lanka,0
C100660,2020-06-22,2021-07-16,,0.0,0.0,2,0,1865,mobile,Matara,Sri Lanka,0
C100661,2021-08-04,2021-12-08,,0.0,0.0,0,0,1457,mobile,Colombo,Sri Lanka,0
C100662,2022-11-21,2024-06-03,2023-08-14,73.36,43.75,3,2,717,mobile,Jaffna,Sri Lanka,0
C100663,2023-09-21,2024-06-05,2024-03-28,50.44,49.82,1,3,490,desktop,Kandy,Sri Lanka,0
C100664,2023-07-20,2024-11-16,2023-10-22,10.58,41.03,1,3,648,desktop,Negombo,Sri Lanka,0
C100665,2023-06-22,2025-06-09,2024-01-18,110.53,27.36,0,3,560,mobile,Kandy,Sri Lanka,1
C100666,2021-11-17,2022-04-22,2022-04-09,199.37,47.61,1,0,1209,mobile,Kandy,Sri Lanka,0
C100667,2020-07-10,2021-02-05,2021-01-07,112.12,42.17,1,0,1666,mobile,Matara,Sri Lanka,0
C100668,2024-03-18,2026-02-27,,0.0,0.0,3,0,500,mobile,Kandy,Sri Lanka,1
C100669,2021-04-26,2023-03-29,2021-05-31,34.12,56.68,1,0,1522,mobile,Kurunegala,Sri Lanka,0
C100670,2023-10-09,2025-07-15,,0.0,0.0,2,0,661,desktop,Kandy,Sri Lanka,0
C100671,2021-09-27,2021-10-06,2021-10-02,44.2,57.28,0,2,1398,mobile,Kurunegala,Sri Lanka,0
C100672,2021-04-05,2022-02-07,2021-09-28,64.31,23.72,2,1,1402,mobile,Kurunegala,Sri Lanka,0
C100673,2024-07-09,2025-09-12,2024-09-22,227.57,44.8,1,0,312,mobile,Negombo,Sri Lanka,0
C100674,2021-02-11,2022-12-20,,0.0,0.0,4,0,1631,mobile,Galle,Sri Lanka,1
C100675,2020-10-28,2021-02-08,,0.0,0.0,5,0,1737,desktop,Jaffna,Sri Lanka,0
C100676,2020-02-20,2021-12-29,,0.0,0.0,1,0,1988,desktop,Negombo,Sri Lanka,0
C100677,2020-04-04,2021-09-18,2021-04-20,83.49,66.93,0,3,1563,mobile,Colombo,Sri Lanka,0
C100678,2021-05-16,2022-02-16,,0.0,0.0,3,0,1537,mobile,Kandy,Sri Lanka,0
C100679,2022-08-31,2024-05-29,2023-12-03,319.63,5.0,1,2,606,mobile,Matara,Sri Lanka,0
C100680,2023-06-05,2025-02-14,,0.0,0.0,3,0,787,desktop,Jaffna,Sri Lanka,0
C100681,2024-04-22,2026-04-09,2025-10-26,430.48,38.63,2,2,-87,mobile,Matara,Sri Lanka,0
C100682,2020-05-29,2020-10-16,,0.0,0.0,3,0,1889,mobile,Kandy,Sri Lanka,0
C100683,2022-07-21,2023-09-22,2022-10-12,130.01,24.4,2,1,1023,desktop,Kandy,Sri Lanka,0
C100684,2022-04-28,2024-08-25,2023-10-26,126.66,48.85,0,1,644,tablet,Galle,Sri Lanka,1
C100685,2023-07-13,2026-01-18,2024-05-16,78.07,92.84,3,0,441,mobile,Negombo,Sri Lanka,0
C100686,2023-03-24,2023-07-09,2023-04-08,88.41,59.66,0,2,845,tablet,Anuradhapura,Sri Lanka,0
C100687,2021-02-02,2022-07-10,2021-02-27,148.8,19.52,4,1,1615,desktop,Kandy,Sri Lanka,0
C100688,2024-01-11,2026-01-16,2025-02-28,87.23,5.0,1,1,153,desktop,Kurunegala,Sri Lanka,0
C100689,2023-11-27,2025-08-20,2025-04-21,374.58,11.48,0,0,101,desktop,Negombo,Sri Lanka,0
C100690,2022-02-25,2022-06-25,,0.0,0.0,3,0,1252,mobile,Negombo,Sri Lanka,0
C100691,2022-10-09,2023-07-25,,0.0,0.0,2,0,1026,mobile,Kandy,Sri Lanka,0
C100692,2022-03-29,2022-07-23,2022-07-05,201.1,5.0,3,2,1122,mobile,Colombo,Sri Lanka,0
C100693,2021-05-14,2023-07-26,2021-10-09,133.15,44.56,2,0,1391,mobile,Galle,Sri Lanka,0
C100694,2020-10-29,2021-02-14,2020-12-26,334.5,51.13,1,1,1678,desktop,Kurunegala,Sri Lanka,1
C100695,2023-09-05,2025-01-26,,0.0,0.0,2,0,695,desktop,Matara,Sri Lanka,0
C100696,2023-11-09,2024-05-30,2024-01-29,206.92,45.06,0,1,549,mobile,Galle,Sri Lanka,0
C100697,2020-01-12,2021-09-26,2020-06-19,155.6,64.13,4,2,1868,mobile,Kurunegala,Sri Lanka,0
C100698,2024-03-17,2024-10-07,,0.0,0.0,1,0,501,mobile,Matara,Sri Lanka,0
C100699,2024-04-26,2026-07-01,,0.0,0.0,3,0,461,mobile,Anuradhapura,Sri Lanka,0
C100700,2020-08-06,2021-05-02,,0.0,0.0,7,0,1820,mobile,Galle,Sri Lanka,1
C100701,2024-05-13,2026-09-11,2024-05-17,131.85,91.49,1,1,440,mobile,Negombo,Sri Lanka,0
C100702,2022-05-20,2023-11-06,2023-10-21,180.69,30.3,1,0,649,mobile,Colombo,Sri Lanka,0
C100703,2021-03-24,2023-12-15,2022-02-26,192.01,11.87,1,0,1251,desktop,Galle,Sri Lanka,0
C100704,2020-12-26,2021-07-20,,0.0,0.0,3,0,1678,desktop,Galle,Sri Lanka,0
C100705,2024-07-04,2025-07-05,,0.0,0.0,1,0,392,desktop,Galle,Sri Lanka,0
C100706,2023-11-26,2025-11-15,,0.0,0.0,1,0,613,desktop,Matara,Sri Lanka,0
C100707,2022-11-26,2024-01-19,2023-10-23,58.21,65.68,0,3,647,desktop,Negombo,Sri Lanka,0
C100708,2022-08-09,2023-06-07,,0.0,0.0,2,0,1087,tablet,Colombo,Sri Lanka,0
C100709,2020-04-12,2020-09-23,2020-06-26,86.25,36.85,1,1,1861,mobile,Kurunegala,Sri Lanka,0
C100710,2023-02-15,2023-03-27,2023-03-17,39.07,27.37,3,0,867,mobile,Jaffna,Sri Lanka,1
C100711,2021-05-25,2022-12-07,2022-03-17,87.69,73.08,2,1,1232,desktop,Matara,Sri Lanka,1
C100712,2020-09-05,2022-01-26,2022-01-14,193.23,29.25,2,4,1294,mobile,Anuradhapura,Sri Lanka,1
C100713,2022-07-23,2025-02-09,,0.0,0.0,2,0,1104,desktop,Galle,Sri Lanka,0
C100714,2020-09-30,2021-04-30,2021-04-11,27.6,17.11,3,2,1572,mobile,Anuradhapura,Sri Lanka,1
C100715,2024-06-29,2026-06-03,2026-02-06,346.36,52.21,0,0,-190,desktop,Kurunegala,Sri Lanka,1
C100716,2022-08-09,2025-03-21,2024-06-21,80.77,55.09,2,1,405,mobile,Anuradhapura,Sri Lanka,0
C100717,2023-09-29,2025-02-02,,0.0,0.0,3,0,671,desktop,Negombo,Sri Lanka,1
C100718,2022-12-23,2023-11-26,2023-03-08,139.29,48.6,3,0,876,mobile,Negombo,Sri Lanka,0
C100719,2023-02-18,2023-10-16,2023-09-10,319.45,61.76,2,2,690,mobile,Matara,Sri Lanka,1
C100720,2023-05-04,2023-05-06,2023-05-06,53.13,57.24,4,1,817,mobile,Jaffna,Sri Lanka,1
C100721,2021-10-11,2021-10-24,2021-10-22,210.16,10.49,0,0,1378,mobile,Negombo,Sri Lanka,0
C100722,2024-03-26,2026-02-11,2025-06-21,123.62,21.01,1,1,40,mobile,Kandy,Sri Lanka,0
C100723,2022-06-25,2022-09-24,2022-08-07,48.57,58.98,5,0,1089,mobile,Negombo,Sri Lanka,0
C100724,2023-06-08,2025-12-22,2025-05-13,183.11,37.3,1,3,79,desktop,Matara,Sri Lanka,1
C100725,2024-07-27,2024-11-17,,0.0,0.0,2,0,369,mobile,Kurunegala,Sri Lanka,0
C100726,2024-01-13,2026-05-17,2024-05-07,181.33,7.64,0,2,450,mobile,Kandy,Sri Lanka,0
C100727,2022-10-30,2024-06-08,,0.0,0.0,2,0,1005,mobile,Kandy,Sri Lanka,0
C100728,2022-05-23,2024-04-07,2023-09-25,146.57,48.5,0,3,675,mobile,Kandy,Sri Lanka,0
C100729,2023-01-27,2024-06-15,2024-05-01,113.16,25.69,0,0,456,desktop,Jaffna,Sri Lanka,0
C100730,2022-07-02,2022-12-01,2022-07-12,871.15,29.57,4,0,1115,mobile,Kandy,Sri Lanka,0
C100731,2020-11-21,2023-07-21,2021-04-12,276.65,35.04,1,0,1571,mobile,Galle,Sri Lanka,0
C100732,2024-03-03,2024-06-03,,0.0,0.0,0,0,515,mobile,Colombo,Sri Lanka,0
C100733,2022-08-30,2024-11-05,2024-07-24,82.03,53.16,1,2,372,mobile,Kandy,Sri Lanka,0
C100734,2022-07-10,2023-12-15,,0.0,0.0,1,0,1117,mobile,Negombo,Sri Lanka,0
C100735,2021-06-14,2021-08-29,2021-08-23,52.94,52.1,2,2,1438,mobile,Anuradhapura,Sri Lanka,0
C100736,2024-03-19,2026-03-29,2024-07-16,214.35,37.77,3,3,380,mobile,Colombo,Sri Lanka,0
C100737,2021-05-21,2023-05-31,2022-04-01,155.53,34.91,3,1,1217,mobile,Matara,Sri Lanka,1
C100738,2023-07-29,2023-11-09,2023-08-01,458.86,37.9,0,1,730,desktop,Galle,Sri Lanka,1
C100739,2021-07-21,2024-02-02,,0.0,0.0,1,0,1471,mobile,Anuradhapura,Sri Lanka,0
C100740,2024-04-17,2025-01-04,2024-11-08,320.1,19.01,2,0,265,mobile,Anuradhapura,Sri Lanka,0
C100741,2024-05-11,2026-03-01,2026-02-02,52.67,45.08,3,0,-186,mobile,Kandy,Sri Lanka,1
C100742,2022-12-03,2023-07-27,,0.0,0.0,2,0,971,mobile,Matara,Sri Lanka,0
C100743,2022-09-19,2023-12-30,,0.0,0.0,2,0,1046,mobile,Colombo,Sri Lanka,0
C100744,2023-07-07,2026-04-02,2025-11-14,323.73,56.85,2,1,-106,mobile,Jaffna,Sri Lanka,1
C100745,2021-05-04,2022-03-03,2021-08-24,28.6,18.72,3,0,1437,tablet,Colombo,Sri Lanka,0
C100746,2021-07-16,2022-04-12,2022-03-01,43.7,60.87,3,0,1248,mobile,Matara,Sri Lanka,0
C100747,2022-06-19,2023-10-07,2022-12-18,130.91,42.97,1,2,956,mobile,Kurunegala,Sri Lanka,0
C100748,2020-06-07,2020-07-28,,0.0,0.0,2,0,1880,mobile,Jaffna,Sri Lanka,0
C100749,2024-01-01,2024-04-12,,0.0,0.0,2,0,577,desktop,Colombo,Sri Lanka,0
C100750,2021-08-08,2023-11-18,2021-11-10,75.28,35.35,3,0,1359,mobile,Anuradhapura,Sri Lanka,0
C100751,2021-04-25,2021-10-20,2021-07-17,170.86,45.82,1,2,1475,mobile,Galle,Sri Lanka,0
C100752,2021-07-10,2023-12-22,,0.0,0.0,1,0,1482,mobile,Jaffna,Sri Lanka,0
C100753,2021-11-18,2021-12-28,2021-11-21,116.72,56.96,1,3,1348,desktop,Galle,Sri Lanka,0
C100754,2021-10-16,2024-03-06,,0.0,0.0,1,0,1384,mobile,Kandy,Sri Lanka,0
C100755,2023-01-11,2023-11-04,2023-04-20,364.31,40.46,1,4,833,desktop,Kurunegala,Sri Lanka,1
C100756,2020-06-14,2021-06-17,,0.0,0.0,1,0,1873,mobile,Galle,Sri Lanka,0
C100757,2020-10-10,2023-01-08,2022-05-30,40.54,42.16,1,1,1158,mobile,Kurunegala,Sri Lanka,0
C100758,2020-11-04,2022-09-28,2022-04-27,90.26,71.31,0,3,1191,mobile,Colombo,Sri Lanka,0
C100759,2021-04-18,2022-03-04,2021-08-09,146.06,49.21,2,2,1452,desktop,Matara,Sri Lanka,0
C100760,2022-02-23,2023-05-05,,0.0,0.0,2,0,1254,mobile,Anuradhapura,Sri Lanka,0
C100761,2023-11-22,2025-12-17,,0.0,0.0,0,0,617,mobile,Matara,Sri Lanka,0
C100762,2020-11-08,2021-03-06,,0.0,0.0,3,0,1726,desktop,Galle,Sri Lanka,1
C100763,2023-12-17,2024-03-23,2024-01-21,321.39,45.63,1,2,557,mobile,Kurunegala,Sri Lanka,0
C100764,2021-03-14,2023-08-02,2021-09-30,76.13,58.8,1,1,1400,mobile,Kandy,Sri Lanka,0
C100765,2020-05-11,2022-06-26,2020-06-03,177.65,37.36,2,2,1884,mobile,Kurunegala,Sri Lanka,1
C100766,2022-04-29,2024-10-26,,0.0,0.0,1,0,1189,mobile,Jaffna,Sri Lanka,0
C100767,2022-04-14,2022-05-30,,0.0,0.0,0,0,1204,desktop,Kandy,Sri Lanka,0
C100768,2021-11-08,2021-11-17,2021-11-09,74.94,75.12,0,1,1360,mobile,Negombo,Sri Lanka,1
C100769,2023-01-16,2025-06-06,,0.0,0.0,3,0,927,mobile,Negombo,Sri Lanka,1
C100770,2022-08-12,2022-12-31,,0.0,0.0,1,0,1084,mobile,Anuradhapura,Sri Lanka,0
C100771,2022-05-01,2024-03-10,,0.0,0.0,0,0,1187,desktop,Negombo,Sri Lanka,0
C100772,2020-05-07,2022-02-28,2021-11-09,82.46,26.27,2,1,1360,desktop,Negombo,Sri Lanka,0
C100773,2021-02-27,2021-08-20,,0.0,0.0,2,0,1615,mobile,Jaffna,Sri Lanka,0
C100774,2022-05-10,2023-04-11,,0.0,0.0,3,0,1178,mobile,Colombo,Sri Lanka,0
C100775,2022-03-08,2023-03-09,,0.0,0.0,1,0,1241,desktop,Matara,Sri Lanka,0
C100776,2024-04-25,2026-10-27,2026-09-11,233.55,21.32,3,1,-407,desktop,Jaffna,Sri Lanka,0
C100777,2023-04-11,2024-07-02,2023-11-25,258.63,27.48,1,2,614,tablet,Negombo,Sri Lanka,0
C100778,2023-11-25,2026-07-30,,0.0,0.0,1,0,614,mobile,Colombo,Sri Lanka,0
C100779,2020-02-10,2021-11-07,,0.0,0.0,3,0,1998,mobile,Anuradhapura,Sri Lanka,0
C100780,2024-04-16,2025-01-15,,0.0,0.0,3,0,471,mobile,Anuradhapura,Sri Lanka,0
C100781,2023-03-25,2025-09-09,2025-02-15,220.99,28.88,1,2,166,mobile,Colombo,Sri Lanka,0
C100782,2022-02-18,2024-03-09,2024-01-06,81.79,40.78,2,0,572,mobile,Kurunegala,Sri Lanka,0
C100783,2022-09-03,2022-12-07,,0.0,0.0,4,0,1062,desktop,Colombo,Sri Lanka,0
C100784,2020-01-13,2021-01-28,,0.0,0.0,1,0,2026,mobile,Anuradhapura,Sri Lanka,0
C100785,2021-12-21,2024-04-03,2022-03-20,72.4,73.48,4,1,1229,desktop,Kurunegala,Sri Lanka,0
C100786,2021-09-03,2022-08-19,2022-05-23,105.32,47.57,5,1,1165,mobile,Negombo,Sri Lanka,0
C100787,2024-03-23,2024-09-26,2024-07-01,175.14,38.09,1,0,395,desktop,Kurunegala,Sri Lanka,1
C100788,2022-03-09,2022-07-03,2022-04-02,44.82,5.0,0,2,1216,desktop,Kandy,Sri Lanka,0
C100789,2022-05-08,2023-06-22,2023-01-14,49.84,40.39,1,2,929,mobile,Colombo,Sri Lanka,1
C100790,2023-01-07,2024-02-20,2023-06-18,87.43,54.8,0,0,774,mobile,Kurunegala,Sri Lanka,0
C100791,2024-03-10,2026-11-20,,0.0,0.0,1,0,508,mobile,Galle,Sri Lanka,0
C100792,2024-02-13,2025-05-25,2024-12-17,81.26,60.1,4,1,226,mobile,Matara,Sri Lanka,0
C100793,2023-01-23,2023-10-28,2023-10-11,57.36,30.4,3,1,659,mobile,Kurunegala,Sri Lanka,1
C100794,2024-06-26,2026-10-29,,0.0,0.0,1,0,400,desktop,Colombo,Sri Lanka,0
C100795,2023-05-20,2024-06-17,,0.0,0.0,2,0,803,mobile,Kandy,Sri Lanka,1
C100796,2021-03-27,2023-03-03,,0.0,0.0,4,0,1587,mobile,Matara,Sri Lanka,0
C100797,2022-09-26,2025-02-13,2022-11-22,111.7,84.49,2,2,982,tablet,Anuradhapura,Sri Lanka,0
C100798,2021-03-25,2022-07-27,,0.0,0.0,2,0,1589,mobile,Jaffna,Sri Lanka,0
C100799,2021-07-12,2023-10-09,,0.0,0.0,2,0,1480,mobile,Kandy,Sri Lanka,0
C100800,2022-06-11,2023-08-16,,0.0,0.0,2,0,1146,mobile,Galle,Sri Lanka,0
C100801,2022-09-21,2024-07-16,2023-09-25,110.06,28.7,3,1,675,tablet,Matara,Sri Lanka,1
C100802,2020-02-29,2022-08-24,2021-04-11,98.65,48.52,2,0,1572,mobile,Kandy,Sri Lanka,0
C100803,2022-03-07,2024-05-31,,0.0,0.0,2,0,1242,mobile,Anuradhapura,Sri Lanka,0
C100804,2021-11-19,2022-05-08,2021-12-26,65.07,52.17,2,1,1313,mobile,Colombo,Sri Lanka,0
C100805,2023-10-01,2024-01-24,2023-12-31,46.49,21.07,2,0,578,mobile,Galle,Sri Lanka,0
C100806,2023-10-22,2024-03-05,2024-02-08,77.65,20.23,1,1,539,mobile,Negombo,Sri Lanka,0
C100807,2024-06-22,2026-06-04,2025-07-05,45.72,64.21,0,1,26,mobile,Jaffna,Sri Lanka,0
C100808,2022-04-08,2024-04-20,,0.0,0.0,2,0,1210,mobile,Anuradhapura,Sri Lanka,0
C100809,2024-01-23,2024-03-23,2024-02-16,67.62,15.42,1,0,531,desktop,Matara,Sri Lanka,0
C100810,2020-12-04,2023-07-27,2021-12-20,75.28,78.45,1,3,1319,mobile,Kurunegala,Sri Lanka,0
C100811,2022-08-15,2024-12-26,2022-08-27,115.87,5.2,2,0,1069,mobile,Negombo,Sri Lanka,0
C100812,2020-09-18,2021-02-28,,0.0,0.0,2,0,1777,mobile,Kurunegala,Sri Lanka,0
C100813,2023-06-28,2023-10-12,2023-08-03,240.81,31.5,2,0,728,desktop,Matara,Sri Lanka,0
C100814,2022-12-29,2024-02-28,2023-06-23,44.52,42.69,3,1,769,mobile,Galle,Sri Lanka,1
C100815,2020-02-25,2022-09-15,,0.0,0.0,1,0,1983,mobile,Negombo,Sri Lanka,0
C100816,2022-03-17,2023-11-11,2023-03-11,112.6,57.15,3,1,873,mobile,Kandy,Sri Lanka,1
C100817,2023-04-27,2024-09-02,2023-10-01,55.53,54.86,2,1,669,mobile,Anuradhapura,Sri Lanka,1
C100818,2023-03-01,2025-05-30,,0.0,0.0,1,0,883,mobile,Anuradhapura,Sri Lanka,0
C100819,2023-09-19,2025-04-23,,0.0,0.0,4,0,681,mobile,Galle,Sri Lanka,0
C100820,2020-02-25,2022-01-19,2021-05-26,111.52,61.67,4,3,1527,mobile,Galle,Sri Lanka,0
C100821,2020-06-20,2021-09-11,2021-09-10,101.19,50.86,0,4,1420,mobile,Kurunegala,Sri Lanka,1
C100822,2023-08-09,2024-02-10,,0.0,0.0,3,0,722,desktop,Matara,Sri Lanka,1
C100823,2022-05-27,2024-02-11,,0.0,0.0,1,0,1161,mobile,Colombo,Sri Lanka,0
C100824,2020-10-04,2021-10-27,2021-07-18,729.39,20.97,3,1,1474,mobile,Kurunegala,Sri Lanka,1
C100825,2022-08-03,2024-10-08,2022-10-31,44.13,16.29,5,1,1004,mobile,Jaffna,Sri Lanka,0
C100826,2021-01-07,2022-01-09,,0.0,0.0,4,0,1666,mobile,Kandy,Sri Lanka,0
C100827,2020-04-12,2021-12-29,,0.0,0.0,1,0,1936,mobile,Jaffna,Sri Lanka,0
C100828,2021-06-16,2021-07-15,2021-06-22,25.4,33.41,1,1,1500,mobile,Negombo,Sri Lanka,0
C100829,2022-02-15,2024-07-17,2024-03-01,75.8,61.4,1,2,517,desktop,Colombo,Sri Lanka,0
C100830,2021-11-01,2023-10-02,2023-01-29,66.96,61.35,4,3,914,desktop,Galle,Sri Lanka,0
C100831,2021-03-09,2023-08-27,,0.0,0.0,0,0,1605,desktop,Matara,Sri Lanka,0
C100832,2022-07-20,2024-11-24,2024-08-17,138.63,48.6,2,1,348,mobile,Matara,Sri Lanka,0
C100833,2021-10-31,2023-11-14,2022-12-30,363.76,39.54,1,1,944,desktop,Kurunegala,Sri Lanka,0
C100834,2021-11-22,2024-08-14,,0.0,0.0,1,0,1347,mobile,Colombo,Sri Lanka,1
C100835,2024-04-07,2026-10-07,,0.0,0.0,2,0,480,mobile,Galle,Sri Lanka,0
C100836,2022-02-15,2022-06-28,2022-06-08,56.72,50.29,2,2,1149,mobile,Jaffna,Sri Lanka,1
C100837,2021-07-23,2022-11-29,,0.0,0.0,2,0,1469,desktop,Anuradhapura,Sri Lanka,1
C100838,2024-03-20,2026-10-18,2025-01-09,166.3,44.19,1,0,203,mobile,Negombo,Sri Lanka,0
C100839,2022-05-13,2023-09-24,,0.0,0.0,2,0,1175,desktop,Kandy,Sri Lanka,0
C100840,2021-05-31,2021-09-23,2021-06-20,138.21,29.76,4,1,1502,mobile,Matara,Sri Lanka,0
C100841,2020-06-16,2022-12-11,2022-09-19,182.9,52.71,1,1,1046,mobile,Anuradhapura,Sri Lanka,0
C100842,2022-08-21,2023-10-16,,0.0,0.0,1,0,1075,mobile,Anuradhapura,Sri Lanka,0
C100843,2020-02-09,2021-05-05,2021-02-15,240.0,5.0,1,0,1627,mobile,Galle,Sri Lanka,0
C100844,2024-03-14,2024-04-30,2024-04-10,310.81,68.19,3,2,477,mobile,Kurunegala,Sri Lanka,0
C100845,2023-01-09,2023-03-14,2023-03-03,38.59,30.65,3,0,881,mobile,Matara,Sri Lanka,0
C100846,2020-04-16,2021-01-08,2020-06-26,79.27,38.11,4,1,1861,desktop,Matara,Sri Lanka,0
C100847,2021-12-17,2023-10-18,2023-08-10,280.37,59.22,1,0,721,desktop,Galle,Sri Lanka,0
C100848,2021-04-04,2022-02-19,2022-02-04,103.27,6.55,3,1,1273,desktop,Kandy,Sri Lanka,0
C100849,2023-08-24,2023-09-05,,0.0,0.0,2,0,707,mobile,Kandy,Sri Lanka,1
C100850,2020-05-20,2022-05-11,,0.0,0.0,2,0,1898,mobile,Colombo,Sri Lanka,0
C100851,2024-05-18,2026-10-24,2024-08-14,27.43,33.95,1,1,351,desktop,Galle,Sri Lanka,0
C100852,2023-08-27,2025-07-21,2024-01-21,126.81,23.06,0,1,557,mobile,Galle,Sri Lanka,1
C100853,2020-03-23,2021-09-11,2020-10-21,267.75,34.92,1,1,1744,desktop,Kurunegala,Sri Lanka,0
C100854,2024-03-24,2026-05-18,2025-01-28,123.38,56.21,2,2,184,desktop,Colombo,Sri Lanka,0
C100855,2020-03-04,2022-04-04,2021-07-03,587.31,35.87,1,2,1489,mobile,Jaffna,Sri Lanka,1
C100856,2021-05-21,2023-01-01,,0.0,0.0,0,0,1532,mobile,Colombo,Sri Lanka,0
C100857,2021-02-12,2023-02-23,,0.0,0.0,1,0,1630,desktop,Kurunegala,Sri Lanka,0
C100858,2020-02-11,2021-09-11,2021-08-01,273.54,70.69,3,1,1460,mobile,Matara,Sri Lanka,1
C100859,2023-06-26,2024-02-10,2023-09-19,123.58,5.0,1,2,681,desktop,Colombo,Sri Lanka,0
C100860,2020-11-08,2023-07-14,,0.0,0.0,2,0,1726,mobile,Matara,Sri Lanka,0
C100861,2021-05-03,2023-03-19,,0.0,0.0,3,0,1550,desktop,Anuradhapura,Sri Lanka,1
C100862,2020-09-15,2023-02-26,2020-11-21,39.99,36.95,1,1,1713,desktop,Negombo,Sri Lanka,0
C100863,2022-08-27,2023-08-08,,0.0,0.0,1,0,1069,mobile,Negombo,Sri Lanka,0
C100864,2023-10-03,2025-03-17,2024-10-21,343.58,63.4,2,0,283,desktop,Anuradhapura,Sri Lanka,0
C100865,2020-08-22,2022-02-08,,0.0,0.0,4,0,1804,mobile,Kandy,Sri Lanka,0
C100866,2023-03-01,2025-02-02,2023-05-30,48.76,65.38,2,2,793,mobile,Matara,Sri Lanka,0
C100867,2021-03-22,2023-03-09,2021-03-28,182.4,43.63,2,2,1586,mobile,Jaffna,Sri Lanka,0
C100868,2022-08-10,2024-05-04,2023-10-03,294.31,45.58,1,2,667,mobile,Galle,Sri Lanka,0
C100869,2023-12-03,2024-03-09,2024-02-22,214.52,19.35,1,0,525,desktop,Galle,Sri Lanka,0
